H_Metric_Title,L_Metric_Level,Metric_Date,Gap,Action,Driver,Resolution,Recovery_Date
Control Room Deficiencies,BB,2022-05-01,"Incoming rate of Control Room Deficiencies for the month of May was greater than the burdown. Control Room deficiences increased to 14 which is two above industry top quartile. ","1. Recover CREs per normal process driven by the Emergent Work Team. 

2. Continued oversight at OFAM weekly.

",Reduction in Bruce B resource avaialability due to Bruce A VBO.,"On track to restore CREs to 10 or less by end of June. ",2022-07-01
Control Room Deficiencies,BB,2022-07-01,Control Room Equipment (CREs) deficient Work Orders are trending higher in the past 3 months (from 9  in May to 19 in early Aug).,"1. Trend analysis to see if there are any correlations of incoming corrective work with :
a) outage schedule
b) summer vacation, and 
c) lake/air temperature increase in the summer. TCD : COMPLETE

2. Continue with daily meetings with EWT/FIN to ensure incoming CREs are addressed promptly. Owner: T.Yuan/D.Martyn, TCD 30SEP2022.

3.. Trend end of life premature failures for control room deficiencies. Owner: J. Ross, TCD: 14OCT2022."," Large incoming corrective Work Orders (Equipment failure rate), including CREs, were observed over the last 2 months.",Reaching top quartile performance (<12) by end of September 2022.,2022-09-30
Control Room Deficiencies,BB,2022-09-01,Control Room Equipment (CREs) deficient Work Orders are trending higher in the past 3 months (from 9  in May to 19 in early Aug).,"1. Trend analysis to see if there are any correlations of incoming corrective work with a) outage schedule, b) summer vacation, and c) lake/air temperature increase in the summer. Complete.

2. Continue with daily meetings with EWT/FIN to ensure incoming CREs are addressed promptly. TCD 30SEP2022.

3. Reach out to Engineering Departments to evaluate possible correlations of the higher incoming rate. Complete.

4. Trend end of life premature failures for control room deficiencies. Owner: J. Ross, TCD:14OCT2022."," Large incoming corrective Work Orders (Equipment failure rate), including CREs, were observed over the last 2 months.",Reaching top quartile performance (<12) by end of September 2022.,2022-09-30
Control Room Deficiencies,BB,2022-08-01,Control Room Equipment (CREs) deficient Work Orders are trending higher in the past 3 months (from 9  in May to 19 in early Aug).,"1. Trend analysis to see if there are any correlations of incoming corrective work with a) outage schedule, b) summer vacation, and c) lake/air temperature increase in the summer. Complete.

2. Continue with daily meetings with EWT/FIN to ensure incoming CREs are addressed promptly. TCD 30SEP22.

3. Reach out to Engineering Departments to evaluate possible correlations of the higher incoming rate. Complete.

4. Trend end of life premature failures for control room deficiencies. Owner: J. Ross, TCD:14OCT22.
"," Large incoming corrective Work Orders (Equipment failure rate), including CREs, were observed over the last 2 months.",Reaching top quartile performance (<12) by end of September 2022.,2022-09-30
Deficient Critical Work Backlog (On-line),BB,2022-06-01,"The CN backlog burndown has not been meeting the required rate as established through Q1 and the start of Q2 to achieve the year end
high priority backlog target of 50 by year end.","1a) Align prioritization criteria for H2 Work Orders with Industry Practise and update goveranance to reflect. Owner: Tao Yuan/ Dave
Crabtree -Complete.
b) Properly code all P2 WO’s per new Governance whereas a P2 Work Order can only be Corrective – Not Deficient. Owner: Don Martyn -
Complete
c)Align Bruce Power Governance for NWS to align with Excelon, OPG regarding option to code Corrective and Deficient WO’s to CL or DL
based on “being very low consequence if not corrected” – Benchmarking Finding. Owner: Tao Yuan TCD: 03Jun2022.
2a) Establish recovery burndown rate, to be tracked through OFAM showing when original burndown rate can be recovered. Owner.
Richard Lawson TCD: 31May2022.
b) Develop a scheduling tool with help from NPX/ Sharepoint to better plan Corrective Department work orders – transparency for both
stations , reduce interference of multiple lists ( Shift Managers Log, PCR, Backlog Lists, MCR activities) Benchmarking Finding. Owner: Brett
Luxon TCD: 27May2022.
c) Improve Corrective Crew assessing capabilities to eliminate the need to delay any T-0 execution discovery issues. Identify assessing
mentors and cross train during super shifts. Target is two basic assessing qualified workers per crew QUAL 16555. Owner: Dave Chaisson -
Complete
d) Investigate benchmarking opportunity with other utilities with the goal of driving parallel activities to minimize MTTR - PPR goal -
Observed Darlingtons FINCOE Team 02-04 May, 2022. Owner: Don Martyn -Complete.
3a) Protect the Corrective Team resources through B2251 utilizing scope challenges to right size the scope. Owner Travis Howard. -
Complete
b) Maintain Corrective Team through the Bruce A VBO program. Owner Don Martyn TCD: 17Jun2022","1) Prioritization of H2 work is not in line with Industry and as a result being over utilized,
which in turn causes disruption in the corrective team when continuously diverting focus
from preparation of high priority backlog W/O's
2) Burn down rate targets did not account for the higher than expected incoming rates
leading out of B2171 and B2251 outage programs.
3) Online and Outage Maintenance teams were overloaded with scope against their
resource profiles for B2171 outage, resulting in 1/3 of the Corrective Team being diverted
to supporting the outage scope vs. high priority backlog for Actions the outage.","- Preparation activities being performed based on true priority and associated risk to the
station.
- Reduced disruption of the Corrective Team.
- Improved ability to forecast burndown rate.
- Fully staffed Corrective Team to be able to achieve required burndown.",2022-08-12
Deficient Critical Work Backlog (On-line),BB,2022-07-01,"The CN backlog burndown has not been meeting the required rate as established through Q1 and the start of Q2 to achieve the year end
high priority backlog target of 50 by year end.","1a) Align prioritization criteria for H2 Work Orders with Industry Practise and update goveranance to reflect. Owner: Tao Yuan/ Dave
Crabtree -Complete.
b) Properly code all P2 WO’s per new Governance whereas a P2 Work Order can only be Corrective – Not Deficient. Owner: Don Martyn -
Complete
c)Align Bruce Power Governance for NWS to align with Excelon, OPG regarding option to code Corrective and Deficient WO’s to CL or DL
based on “being very low consequence if not corrected” – Benchmarking Finding. Owner: Tao Yuan TCD: 03Jun2022.
2a) Establish recovery burndown rate, to be tracked through OFAM showing when original burndown rate can be recovered. Owner.
Richard Lawson TCD: 31May2022.
b) Develop a scheduling tool with help from NPX/ Sharepoint to better plan Corrective Department work orders – transparency for both
stations , reduce interference of multiple lists ( Shift Managers Log, PCR, Backlog Lists, MCR activities) Benchmarking Finding. Owner: Brett
Luxon TCD: 27May2022.
c) Improve Corrective Crew assessing capabilities to eliminate the need to delay any T-0 execution discovery issues. Identify assessing
mentors and cross train during super shifts. Target is two basic assessing qualified workers per crew QUAL 16555. Owner: Dave Chaisson -
Complete
d) Investigate benchmarking opportunity with other utilities with the goal of driving parallel activities to minimize MTTR - PPR goal -
Observed Darlingtons FINCOE Team 02-04 May, 2022. Owner: Don Martyn -Complete.
3a) Protect the Corrective Team resources through B2251 utilizing scope challenges to right size the scope. Owner Travis Howard. -
Complete
b) Maintain Corrective Team through the Bruce A VBO program. Owner Don Martyn TCD: 17Jun2022","1) Prioritization of H2 work is not in line with Industry and as a result being over utilized,
which in turn causes disruption in the corrective team when continuously diverting focus
from preparation of high priority backlog W/O's
2) Burn down rate targets did not account for the higher than expected incoming rates
leading out of B2171 and B2251 outage programs.
3) Online and Outage Maintenance teams were overloaded with scope against their
resource profiles for B2171 outage, resulting in 1/3 of the Corrective Team being diverted
to supporting the outage scope vs. high priority backlog for Actions the outage.","- Preparation activities being performed based on true priority and associated risk to the
station.
- Reduced disruption of the Corrective Team.
- Improved ability to forecast burndown rate.
- Fully staffed Corrective Team to be able to achieve required burndown.",2022-08-12
Deficient Critical Work Backlog (On-line),BB,2022-08-01,"The CN backlog burndown has not been meeting the required rate as established through Q1 and the start of Q2 to achieve the year end
high priority backlog target of 50 by year end.","1a) Align prioritization criteria for H2 Work Orders with Industry Practise and update goveranance to reflect. Owner: Tao Yuan/ Dave
Crabtree -Complete.
b) Properly code all P2 WO’s per new Governance whereas a P2 Work Order can only be Corrective – Not Deficient. Owner: Don Martyn -
Complete
c)Align Bruce Power Governance for NWS to align with Excelon, OPG regarding option to code Corrective and Deficient WO’s to CL or DL
based on “being very low consequence if not corrected” – Benchmarking Finding. Owner: Tao Yuan TCD: 03Jun2022.
2a) Establish recovery burndown rate, to be tracked through OFAM showing when original burndown rate can be recovered. Owner.
Richard Lawson TCD: 31May2022.
b) Develop a scheduling tool with help from NPX/ Sharepoint to better plan Corrective Department work orders – transparency for both
stations , reduce interference of multiple lists ( Shift Managers Log, PCR, Backlog Lists, MCR activities) Benchmarking Finding. Owner: Brett
Luxon TCD: 27May2022.
c) Improve Corrective Crew assessing capabilities to eliminate the need to delay any T-0 execution discovery issues. Identify assessing
mentors and cross train during super shifts. Target is two basic assessing qualified workers per crew QUAL 16555. Owner: Dave Chaisson -
Complete
d) Investigate benchmarking opportunity with other utilities with the goal of driving parallel activities to minimize MTTR - PPR goal -
Observed Darlingtons FINCOE Team 02-04 May, 2022. Owner: Don Martyn -Complete.
3a) Protect the Corrective Team resources through B2251 utilizing scope challenges to right size the scope. Owner Travis Howard. -
Complete
b) Maintain Corrective Team through the Bruce A VBO program. Owner Don Martyn TCD: 17Jun2022","1) Prioritization of H2 work is not in line with Industry and as a result being over utilized,
which in turn causes disruption in the corrective team when continuously diverting focus
from preparation of high priority backlog W/O's
2) Burn down rate targets did not account for the higher than expected incoming rates
leading out of B2171 and B2251 outage programs.
3) Online and Outage Maintenance teams were overloaded with scope against their
resource profiles for B2171 outage, resulting in 1/3 of the Corrective Team being diverted
to supporting the outage scope vs. high priority backlog for Actions the outage.","- Preparation activities being performed based on true priority and associated risk to the
station.
- Reduced disruption of the Corrective Team.
- Improved ability to forecast burndown rate.
- Fully staffed Corrective Team to be able to achieve required burndown.",2022-08-12
Deficient Critical Work Backlog (On-line),BB,2022-05-01,"The CN backlog burndown has not been meeting the required rate as established through Q1 and the start of Q2 to achieve the year end
high priority backlog target of 50 by year end.","1a) Align prioritization criteria for H2 Work Orders with Industry Practise and update goveranance to reflect. Owner: Tao Yuan/ Dave
Crabtree -Complete.
b) Properly code all P2 WO’s per new Governance whereas a P2 Work Order can only be Corrective – Not Deficient. Owner: Don Martyn -
Complete
c)Align Bruce Power Governance for NWS to align with Excelon, OPG regarding option to code Corrective and Deficient WO’s to CL or DL
based on “being very low consequence if not corrected” – Benchmarking Finding. Owner: Tao Yuan TCD: 03Jun2022.
2a) Establish recovery burndown rate, to be tracked through OFAM showing when original burndown rate can be recovered. Owner.
Richard Lawson TCD: 31May2022.
b) Develop a scheduling tool with help from NPX/ Sharepoint to better plan Corrective Department work orders – transparency for both
stations , reduce interference of multiple lists ( Shift Managers Log, PCR, Backlog Lists, MCR activities) Benchmarking Finding. Owner: Brett
Luxon TCD: 27May2022.
c) Improve Corrective Crew assessing capabilities to eliminate the need to delay any T-0 execution discovery issues. Identify assessing
mentors and cross train during super shifts. Target is two basic assessing qualified workers per crew QUAL 16555. Owner: Dave Chaisson -
Complete
d) Investigate benchmarking opportunity with other utilities with the goal of driving parallel activities to minimize MTTR - PPR goal -
Observed Darlingtons FINCOE Team 02-04 May, 2022. Owner: Don Martyn -Complete.
3a) Protect the Corrective Team resources through B2251 utilizing scope challenges to right size the scope. Owner Travis Howard. -
Complete
b) Maintain Corrective Team through the Bruce A VBO program. Owner Don Martyn TCD: 17Jun2022","1) Prioritization of H2 work is not in line with Industry and as a result being over utilized,
which in turn causes disruption in the corrective team when continuously diverting focus
from preparation of high priority backlog W/O's
2) Burn down rate targets did not account for the higher than expected incoming rates
leading out of B2171 and B2251 outage programs.
3) Online and Outage Maintenance teams were overloaded with scope against their
resource profiles for B2171 outage, resulting in 1/3 of the Corrective Team being diverted
to supporting the outage scope vs. high priority backlog for Actions the outage.","- Preparation activities being performed based on true priority and associated risk to the
station.
- Reduced disruption of the Corrective Team.
- Improved ability to forecast burndown rate.
- Fully staffed Corrective Team to be able to achieve required burndown.",2022-08-12
Deficient Critical Work Backlog (On-line),BB,2022-04-01,"The CN backlog burndown has not been meeting the required rate as established through Q1 and the start of Q2 to achieve the year end
high priority backlog target of 50 by year end.
","1a) Align prioritization criteria for H2 Work Orders with Industry Practise and update goveranance to reflect. Owner: Tao Yuan/ Dave
Crabtree -Complete.
b) Properly code all P2 WO’s per new Governance whereas a P2 Work Order can only be Corrective – Not Deficient. Owner: Don Martyn -
Complete
c)Align Bruce Power Governance for NWS to align with Excelon, OPG regarding option to code Corrective and Deficient WO’s to CL or DL
based on “being very low consequence if not corrected” – Benchmarking Finding. Owner: Tao Yuan TCD: 03Jun2022.
2a) Establish recovery burndown rate, to be tracked through OFAM showing when original burndown rate can be recovered. Owner.
Richard Lawson TCD: 31May2022.
b) Develop a scheduling tool with help from NPX/ Sharepoint to better plan Corrective Department work orders – transparency for both
stations , reduce interference of multiple lists ( Shift Managers Log, PCR, Backlog Lists, MCR activities) Benchmarking Finding. Owner: Brett
Luxon TCD: 27May2022.
c) Improve Corrective Crew assessing capabilities to eliminate the need to delay any T-0 execution discovery issues. Identify assessing
mentors and cross train during super shifts. Target is two basic assessing qualified workers per crew QUAL 16555. Owner: Dave Chaisson -
Complete
d) Investigate benchmarking opportunity with other utilities with the goal of driving parallel activities to minimize MTTR - PPR goal -
Observed Darlingtons FINCOE Team 02-04 May, 2022. Owner: Don Martyn -Complete.
3a) Protect the Corrective Team resources through B2251 utilizing scope challenges to right size the scope. Owner Travis Howard. -
Complete
b) Maintain Corrective Team through the Bruce A VBO program. Owner Don Martyn TCD: 17Jun2022","1) Prioritization of H2 work is not in line with Industry and as a result being over utilized,
which in turn causes disruption in the corrective team when continuously diverting focus
from preparation of high priority backlog W/O's
2) Burn down rate targets did not account for the higher than expected incoming rates
leading out of B2171 and B2251 outage programs.
3) Online and Outage Maintenance teams were overloaded with scope against their
resource profiles for B2171 outage, resulting in 1/3 of the Corrective Team being diverted
to supporting the outage scope vs. high priority backlog for Actions the outage.","- Preparation activities being performed based on true priority and associated risk to the
station.
- Reduced disruption of the Corrective Team.
- Improved ability to forecast burndown rate.
- Fully staffed Corrective Team to be able to achieve required burndown.",2022-08-12
Fuel Reliability Indicator (FRI),BA,2022-05-01,"Current Fuel Defect locating techniques do not always locate the defect fuel in a timely manner. This can cause the FRI metric to go red with a resultant loss of NPI points. This has the potential to cause unplanned shutdowns, increased radiation dose to workers and increased dose to the public under some design basis accidents.","Replicate the PNGS Xe correlation program. AR 7119339. C McEwan. TCD: 28AUG2022
 
Benchmark Pt Lepreau and Embalse to understand the variation in timing for DN system detection. AR 7119341. C McEwan Complete – other plants have the same experience as Bruce Power
 
Attempt the “Wet Sip” method which OPG uses. Document the results and prepare recommendations on implementation. C. Ismail. AR 7425345. TCD 16DEC2022.
 
Identify any equipment or design improvements to the DN Monitoring System. M. Slade. TCD 30JUN2022","The current technique (DN Scanning system) is known to have limitations; small defects, especially in high power region will not indicate and aged cores contain a lot of background noise.
 
Other techniques have been attempted, but have not been successful (more work required).",Fuel defects are removed from core prior the monthly FRI metric goes above 5E-4 uCi/g.,NULL
Fuel Reliability Indicator (FRI),BA,2022-03-01,"Current Fuel Defect locating techniques do not always locate the defect fuel in a timely manner. This can cause the FRI metric to go red with a resultant loss of NPI points. This has the potential to cause unplanned shutdowns, increased radiation dose to workers and increased dose to the public under some design basis accidents.","Replicate the PNGS Xe correlation program. AR 7119339. C McEwan. TCD: 28AUG2022
 
Benchmark Pt Lepreau and Embalse to understand the variation in timing for DN system detection. AR 7119341. C McEwan Complete – other plants have the same experience as Bruce Power
 
Attempt the “Wet Sip” method which OPG uses. Document the results and prepare recommendations on implementation. C. Ismail. AR 7425345. TCD 16DEC2022.
 
Identify any equipment or design improvements to the DN Monitoring System. M. Slade. TCD 30JUN2022
 
","The current technique (DN Scanning system) is known to have limitations; small defects, especially in high power region will not indicate and aged cores contain a lot of background noise.
 
Other techniques have been attempted, but have not been successful (more work required).",Fuel defects are removed from core prior the monthly FRI metric goes above 5E-4 uCi/g.,NULL
Fuel Reliability Indicator (FRI),BA,2022-04-01,"Current Fuel Defect locating techniques do not always locate the defect fuel in a timely manner. This can cause the FRI metric to go red with a resultant loss of NPI points. This has the potential to cause unplanned shutdowns, increased radiation dose to workers and increased dose to the public under some design basis accidents.","Replicate the PNGS Xe correlation program. AR 7119339. C McEwan. TCD: 28AUG2022
 
Benchmark Pt Lepreau and Embalse to understand the variation in timing for DN system detection. AR 7119341. C McEwan Complete – other plants have the same experience as Bruce Power
 
Attempt the “Wet Sip” method which OPG uses. Document the results and prepare recommendations on implementation. C. Ismail. AR 7425345. TCD 16DEC2022.
 
Identify any equipment or design improvements to the DN Monitoring System. M. Slade. TCD 30JUN2022
 
","The current technique (DN Scanning system) is known to have limitations; small defects, especially in high power region will not indicate and aged cores contain a lot of background noise.
 
Other techniques have been attempted, but have not been successful (more work required).",Fuel defects are removed from core prior the monthly FRI metric goes above 5E-4 uCi/g.,NULL
Fuel Reliability Indicator (FRI),BA,2022-02-01,"Current Fuel Defect locating techniques do not always locate the defect fuel in a timely manner. This can cause the FRI metric to go red with a resultant loss of NPI points. This has the potential to cause unplanned shutdowns, increased radiation dose to workers and increased dose to the public under some design basis accidents.","Replicate the PNGS Xe correlation program. AR 7119339. C McEwan. TCD 28FEB2022.
 
Benchmark Pt Lepreau and Embalse to understand the variation in timing for DN system detection. AR 7119341. C McEwan TCD 30JUN2022
 
Attempt the “Wet Sip” method which OPG uses. Document the results and prepare recommendations on implementation. C. Ismail. AR 7425345. TCD 16DEC2022.
 
Identify any equipment or design improvements to the DN Monitoring System. M. Slade. TCD 30JUN2022
 
During defect free periods use normal priority to ensure that GFP and DN systems are functioning (e.g. H2). Assess prioritization of DN / GFP repairs. Specifically work with Operations leadership to decide the appropriate prioritization (e.g. H1) of non-defect units DN / GFP systems when a sudden defect develops in any unit at the site. M Slade 31MAR2022","The current technique (DN Scanning system) is known to have limitations; small defects, especially in high power region will not indicate and aged cores contain a lot of background noise.
 
Other techniques have been attempted, but have not been successful (more work required).",Fuel defects are removed from core prior the monthly FRI metric goes above 5E-4 uCi/g.,NULL
Fuel Reliability Indicator (FRI),BA,2022-01-01,"Current Fuel Defect locating techniques do not always locate the defect fuel in a timely manner. This can cause the FRI metric to go red with a resultant loss of NPI points. This has the potential to cause unplanned shutdowns, increased radiation dose to workers and increased dose to the public under some design basis accidents.","Replicate the PNGS Xe correlation program. AR 7119339. C McEwan. TCD 28FEB2022.
 
Benchmark Pt Lepreau and Embalse to understand the variation in timing for DN system detection. AR 7119341. C McEwan TCD 30JUN2022
 
Attempt the “Wet Sip” method which OPG uses. Document the results and prepare recommendations on implementation. C. Ismail. AR 7425345. TCD 16DEC2022.
 
Identify any equipment or design improvements to the DN Monitoring System. M. Slade. TCD 30JUN2022
 
During defect free periods use normal priority to ensure that GFP and DN systems are functioning (e.g. H2). Assess prioritization of DN / GFP repairs. Specifically work with Operations leadership to decide the appropriate prioritization (e.g. H1) of non-defect units DN / GFP systems when a sudden defect develops in any unit at the site. M Slade 31MAR2022
","The current technique (DN Scanning system) is known to have limitations; small defects, especially in high power region will not indicate and aged cores contain a lot of background noise.
 
Other techniques have been attempted, but have not been successful (more work required).
",Fuel defects are removed from core prior the monthly FRI metric goes above 5E-4 uCi/g.,NULL
Fuel Reliability Indicator (FRI),BA,2022-12-01,"Prolonged degradation of the existing Unit 2 fuel defect(s) had resulted in increased I-131 baseline and impacts on FRI, turning the metric RED.","1) The fuel defects have been removed from core - COMPLETE
2) Complete initial fuel inspections on discharges from Y15 and D18 to confirm defect bundle(s) and cause(s).  Owner: B. Thomas, TCD: 31-Jan-2023.
3) Complete manufacturing review to determine if any contribution. Owner: J. Soltanlou, TCD: 1-Feb-2023","1) Aged cores with increasing tramp uranium and variability in the ability of the DN to locate small defects in high powered channels can preclude timely location of suspect channels. 
2) The cause of Unit 2 defects unknown until inspections complete
","1) Zero fuel defects in-core
2) Cause of the fuel defects identified and resolved
",NULL
Fuel Reliability Indicator (FRI),BB,2022-03-01,A suspect fuel defect has been identified in U7 but it's exactly location has not been confirmed. Fuel bundle integrity is one of the five containment barriers to containing radioactivity and suspect defects are an early sign of degradation.,"For the defect removed from U8:
1. Obtain feedback on fuel manufacturing follow-up review. Owner: R. Lewis, TCD: COMPLETE
2. Coordinate semi-annual Bruce B disassembly campaign. Owner: R. Lewis, TCD: COMPLETE
3. Perform disassembly and detailed element inspection of MWA502V. Owner: D. Parker, TCD 01JUN2022

For the suspect defect in U7:
1. Identify location of suspect defect through DN scans and schedule defect for fuelling. Owner: S. Nahar/C. Ismail, TCD: 29Apr2022.","- Based on recent findings from U8 and U1, debris induced fretting is the likely cause.",Zero channels with failed fuel across the Bruce B units.,NULL
Fuel Reliability Indicator (FRI),BB,2022-02-01,A suspect fuel defect has been identified in U7 but it's exactly location has not been confirmed. Fuel bundle integrity is one of  the five containment barriers to containing radioactivity and suspect defects are an early sign of degradation.,"For the defect removed from U8:
1. Confirm disassembly capability at Bruce B.  Owner: D. Parker, COMPLETE ​
2. Forward initial inspection findings to the fuel manufacturer for their added consideration, given the defected element is now known.  Owner: R. Lewis, TCD: 23FEB2022, COMPLETE.​
3. Obtain feedback on fuel manufacturing follow-up review.  Owner: R. Lewis, TCD: 10MAR2022, COMPLETE
4. Coordinate semi-annual Bruce B disassembly campaign. Owner: R. Lewis, TCD: 13APR2022​
5. Perform disassembly and detailed element inspection of MWA502V.  Owner: D. Parker, TCD 01JUN2022​

For the suspect defect in U7:
1. Identify location of suspect defect through DN scans and schedule defect for fuelling. Owner: S. Nahar/C. Ismail, TCD: 29Apr2022.","Based on recent findings from U8 and U1, debris induced fretting is the likely cause.",Zero channels with failed fuel across the Bruce B units.,2022-12-31
Fuel Reliability Indicator (FRI),BB,2022-04-01,A suspect fuel defect has been identified in U7 but it's exactly location has not been confirmed. Fuel bundle integrity is one of the five containment barriers to containing radioactivity and suspect defects are an early sign of degradation.,"For the defect removed from U8:
1. Perform disassembly and detailed element inspection of MWA502V. Owner: D. Parker, TCD 01JUN2022

For the suspect defect in U7:
1. Identify location of suspect defect through DN scans and schedule defect for fuelling. Owner: S. Nahar/C. Josua, TCD: 24Jun2022.
2.  Benchmark OPG for potential process improvements to locating suspect defects. Owner: G. Courtis, TCD: 08Jun2022","- Based on recent findings from U8 and U1, debris induced fretting is the likely cause.",Zero channels with failed fuel across the Bruce B units.,2022-05-31
Fuel Reliability Indicator (FRI),BB,2022-05-01,A suspect fuel defect has been identified in U7 but it's exactly location has not been confirmed. Fuel bundle integrity is one of the five containment barriers to containing radioactivity and suspect defects are an early sign of degradation.,"For the defect removed from U8:
1. Perform disassembly and detailed element inspection of MWA502V. Owner: D. Parker, TCD COMPLETE.

For the suspect defect in U7:
1. Identify location of suspect defect through DN scans and schedule defect for fuelling. Owner: S. Nahar/C. Josua, TCD: 24Jun2022.
2.  Benchmark OPG for potential process improvements to locating suspect defects. Owner: G. Courtis, TCD: 08Jun2022. COMPLETE","- Based on recent findings from U8 and U1, debris induced fretting is the likely cause.",Zero channels with failed fuel across the Bruce B units.,2022-07-31
Fuel Reliability Indicator (FRI),BB,2022-06-01,A suspect fuel defect has been identified in U7 but it's exactly location has not been confirmed. Fuel bundle integrity is one of the five containment barriers to containing radioactivity and suspect defects are an early sign of degradation.,"For the defect removed from U8:
1. Perform disassembly and detailed element inspection of MWA502V. Owner: D. Parker, TCD COMPLETE.

For the suspect defect in U7:
1. Identify location of suspect defect through DN scans and schedule defect for fuelling. Owner: S. Nahar/C. Josua COMPLETE
2.  Benchmark OPG for potential process improvements to locating suspect defects. Owner: G. Courtis, TCD: 08Jun2022. COMPLETE","- Based on recent findings from U8 and U1, debris induced fretting is the likely cause.",Zero channels with failed fuel across the Bruce B units.,2022-07-31
Fuel Reliability Indicator (FRI),BB,2022-07-01,A suspect fuel defect was identified in U7 and was removed in July.,"For the suspect defect in U7:
1. Identify location of suspect defect through DN scans and schedule defect for fuelling. Owner: S. Nahar/C. Josua COMPLETE
2. Benchmark OPG for potential process improvements to locating suspect defects. Owner: G. Courtis, TCD: 08Jun2022. COMPLETE
3. Push suspect channels and remove fuel defect.  COMPLETE","- Based on recent findings from U8 and U1, debris induced fretting was the likely cause.",Zero channels with failed fuel across the Bruce B units.,2022-09-30
Fuel Reliability Indicator (FRI),BB,2021-08-01,"Prolonged operation with fuel defects in core allows degradation defect sites, potential increases in contamination around the heat transport system, possible increases in dose rates to workers during maintenance activities, and burden on staff due to increased monitoring and reporting requirements. In recent years defects of confirmed cause have been directly related to debris fretting.","Action 1: Routine chemistry grab sample and GFP monitoring to facilitate analysis and determination of extent of condition (e.g., number of defects present). Owner: C. Ismail. TCD: on going.
Action 2: Status update on feasibility study to implement / adapt PNGS defect location technique at Bruce Power. Owner: C.McEwan. TCD: 28FEB2021. Complete
Action 3: Status update on feasibility study to implement / adapt Strathclyde defect location technique at Bruce Power. Owner: C.McEwan. TCD: 28FEB2021 Complete
Action 4: . Investigate defect localization techniques being developed by other utilities and external vendors.  Document findings of investigation.  Initiate additional CRs to drive testing of promising methods, develop required software tools and initiate DCRs of F&P procedures as appropriate. Owner: C.McEwan. TCD: 31OCT2021
Action 5: Include fission product characteristics and DN data analysis in next Fuel & Physics refresher training for certified staff. Owner: J. Garrett. TCD: 30NOV2022",D1: Weakness in identifying location of defect fuel in a timely fashion.,Suspect defect fuel is identified and removed from core in a timely fashion to recover fuel performance and reliability to required targets.,NULL
Fuel Reliability Indicator (FRI),BB,2021-05-01,"Prolonged operation with fuel defects in core allows degradation defect sites, potential increases in contamination around the heat transport system, possible increases in dose rates to workers during maintenance activities, and burden on staff due to increased monitoring and reporting requirements. In recent years defects of confirmed cause have been directly related to debris fretting.","Action 1: Routine chemistry grab sample and GFP monitoring to facilitate analysis and determination of extent of condition (e.g., number of defects present). Owner: C. Ismail. TCD: on going.
Action 2: Status update on feasibility study to implement / adapt PNGS defect location technique at Bruce Power. Owner: C.McEwan. TCD: 28FEB2021. Complete
Action 3: Status update on feasibility study to implement / adapt Strathclyde defect location technique at Bruce Power. Owner: C.McEwan. TCD: 28FEB2021 Complete
Action 4: . Investigate defect localization techniques being developed by other utilities and external vendors.  Document findings of investigation.  Initiate additional CRs to drive testing of promising methods, develop required software tools and initiate DCRs of F&P procedures as appropriate. Owner: C.McEwan. TCD: 31OCT2021
Action 5: Include fission product characteristics and DN data analysis in next Fuel & Physics refresher training for certified staff. Owner: J. Garrett. TCD: 30NOV2022
Action 6: To review detector age and perform system health investigation for all units (Bruce A & B). To review life cycle management for DN system and identify any gaps and required corrective actions. Owner: F. Salaun. TCD: 31JUL2021",D1: Weakness in identifying location of defect fuel in a timely fashion.,Suspect defect fuel is identified and removed from core in a timely fashion to recover fuel performance and reliability to required targets.,NULL
Fuel Reliability Indicator (FRI),BB,2021-06-01,"Prolonged operation with fuel defects in core allows degradation defect sites, potential increases in contamination around the heat transport system, possible increases in dose rates to workers during maintenance activities, and burden on staff due to increased monitoring and reporting requirements. In recent years defects of confirmed cause have been directly related to debris fretting.","Action 1: Routine chemistry grab sample and GFP monitoring to facilitate analysis and determination of extent of condition (e.g., number of defects present). Owner: C. Ismail. TCD: on going.
Action 2: Status update on feasibility study to implement / adapt PNGS defect location technique at Bruce Power. Owner: C.McEwan. TCD: 28FEB2021. Complete
Action 3: Status update on feasibility study to implement / adapt Strathclyde defect location technique at Bruce Power. Owner: C.McEwan. TCD: 28FEB2021 Complete
Action 4: . Investigate defect localization techniques being developed by other utilities and external vendors.  Document findings of investigation.  Initiate additional CRs to drive testing of promising methods, develop required software tools and initiate DCRs of F&P procedures as appropriate. Owner: C.McEwan. TCD: 31OCT2021
Action 5: Include fission product characteristics and DN data analysis in next Fuel & Physics refresher training for certified staff. Owner: J. Garrett. TCD: 30NOV2022
Action 6: To review detector age and perform system health investigation for all units (Bruce A & B). To review life cycle management for DN system and identify any gaps and required corrective actions. Owner: F. Salaun. TCD: 31JUL2021",D1: Weakness in identifying location of defect fuel in a timely fashion.,Suspect defect fuel is identified and removed from core in a timely fashion to recover fuel performance and reliability to required targets.,NULL
